Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
Air India,Delhi,Cochin,615,1.0,No info,8372.0,12,6,2019,19,15,9,0
Air India,Delhi,Cochin,1255,1.0,No info,7480.0,24,6,2019,9,25,12,30
IndiGo,Chennai,Kolkata,140,0.0,No info,3850.0,1,6,2019,10,15,7,55
Air India,Mumbai,Hyderabad,75,0.0,No info,3100.0,15,6,2019,20,45,19,30
Jet Airways,Kolkata,Banglore,845,1.0,In-flight meal not included,8586.0,1,5,2019,10,5,20,0
Multiple carriers,Delhi,Cochin,730,1.0,In-flight meal not included,11667.0,12,6,2019,19,15,7,5
Air India,Mumbai,Hyderabad,90,0.0,No info,3625.0,1,5,2019,15,25,13,55
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,21,6,2019,12,0,9,45
Jet Airways,Delhi,Cochin,1620,1.0,In-flight meal not included,10262.0,27,6,2019,19,0,16,0
Jet Airways,Banglore,New Delhi,960,1.0,No info,13817.0,12,3,2019,23,0,7,0
Jet Airways,Kolkata,Banglore,1685,1.0,No info,13067.0,9,5,2019,21,5,17,0
Multiple carriers,Delhi,Cochin,560,1.0,In-flight meal not included,6007.0,27,6,2019,21,0,11,40
Air Asia,Kolkata,Banglore,150,0.0,No info,4409.0,12,4,2019,1,20,22,50
Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,10262.0,15,6,2019,12,35,9,0
Multiple carriers,Delhi,Cochin,385,1.0,No info,9001.0,3,6,2019,19,15,12,50
IndiGo,Kolkata,Banglore,150,0.0,No info,5644.0,9,6,2019,16,55,14,25
IndiGo,Kolkata,Banglore,295,1.0,No info,12198.0,18,5,2019,14,15,9,20
Air India,Delhi,Cochin,180,0.0,No info,6094.0,18,4,2019,17,10,14,10
IndiGo,Delhi,Cochin,425,1.0,No info,6818.0,15,5,2019,12,10,5,5
Jet Airways,Delhi,Cochin,1620,1.0,No info,14714.0,6,6,2019,19,0,16,0
Jet Airways,Kolkata,Banglore,1550,1.0,In-flight meal not included,10844.0,18,5,2019,20,45,18,55
IndiGo,Delhi,Cochin,530,1.0,No info,14871.0,3,3,2019,15,30,6,40
Jet Airways,Delhi,Cochin,865,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,14,0
Jet Airways,Delhi,Cochin,1025,2.0,No info,13014.0,24,6,2019,12,35,19,30
Jet Airways,Delhi,Cochin,1015,1.0,In-flight meal not included,7438.0,21,3,2019,4,25,11,30
Vistara,Kolkata,Banglore,1550,1.0,No info,8610.0,1,5,2019,18,50,17,0
SpiceJet,Banglore,Delhi,160,0.0,No info,3971.0,3,4,2019,8,35,5,55
Jet Airways,Delhi,Cochin,925,1.0,In-flight meal not included,10262.0,24,6,2019,4,25,13,0
Jet Airways,Delhi,Cochin,1375,2.0,No info,13292.0,12,6,2019,4,25,5,30
Jet Airways,Banglore,New Delhi,950,1.0,In-flight meal not included,11087.0,12,3,2019,10,45,18,55
Jet Airways,Kolkata,Banglore,570,1.0,No info,13941.0,15,5,2019,23,35,14,5
Air India,Delhi,Cochin,640,1.0,No info,8372.0,3,6,2019,7,40,21,0
Multiple carriers,Delhi,Cochin,390,1.0,No info,6673.0,27,3,2019,15,30,9,0
Jet Airways,Kolkata,Banglore,400,1.0,No info,14781.0,12,5,2019,20,45,14,5
Air India,Delhi,Cochin,1640,1.0,No info,7952.0,6,6,2019,9,25,6,5
IndiGo,Banglore,New Delhi,170,0.0,No info,5694.0,24,3,2019,6,50,4,0
Vistara,Mumbai,Hyderabad,1505,1.0,No info,12395.0,6,3,2019,16,45,15,40
Jet Airways,Delhi,Cochin,1025,2.0,In-flight meal not included,10368.0,18,5,2019,12,35,19,30
SpiceJet,Banglore,Delhi,170,0.0,No info,3971.0,3,4,2019,12,20,9,30
Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,10262.0,24,6,2019,12,35,10,0
SpiceJet,Kolkata,Banglore,150,0.0,No info,4174.0,1,6,2019,19,40,17,10
Jet Airways,Delhi,Cochin,440,2.0,No info,18804.0,9,6,2019,19,0,11,40
Jet Airways,Delhi,Cochin,820,2.0,In-flight meal not included,8518.0,27,3,2019,18,50,5,10
Jet Airways,Banglore,New Delhi,365,1.0,No info,35185.0,1,3,2019,0,45,18,40
Multiple carriers,Delhi,Cochin,615,1.0,No info,14848.0,12,6,2019,19,15,9,0
Jet Airways,Kolkata,Banglore,375,1.0,In-flight meal not included,8586.0,18,5,2019,12,0,5,45
Jet Airways,Delhi,Cochin,2245,2.0,In-flight meal not included,9296.0,27,3,2019,19,45,6,20
SpiceJet,Delhi,Cochin,270,1.0,No info,4812.0,27,6,2019,13,15,8,45
Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,27,5,2019,21,5,19,35
IndiGo,Banglore,New Delhi,170,0.0,No info,6144.0,15,3,2019,13,0,10,10
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4575.0,1,5,2019,10,40,9,10
Air India,Chennai,Kolkata,135,0.0,No info,4667.0,12,6,2019,13,55,11,40
Jet Airways,Kolkata,Banglore,1450,1.0,No info,12692.0,6,6,2019,9,45,9,35
Jet Airways,Banglore,New Delhi,340,1.0,No info,19225.0,6,3,2019,11,25,5,45
IndiGo,Banglore,Delhi,165,0.0,No info,3419.0,24,4,2019,4,15,1,30
Multiple carriers,Delhi,Cochin,860,1.0,No info,7155.0,24,6,2019,19,15,4,55
Jet Airways,Kolkata,Banglore,1220,1.0,No info,14571.0,6,6,2019,16,20,20,0
Jet Airways,Delhi,Cochin,1110,1.0,No info,19828.0,3,3,2019,4,25,9,55
Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,10844.0,6,5,2019,22,35,16,30
IndiGo,Delhi,Cochin,380,1.0,No info,6938.0,27,5,2019,22,30,16,10
SpiceJet,Mumbai,Hyderabad,90,0.0,No info,2017.0,3,4,2019,14,45,13,15
Multiple carriers,Delhi,Cochin,600,1.0,No info,10197.0,9,5,2019,19,0,9,0
SpiceJet,Delhi,Cochin,315,1.0,No info,5583.0,6,6,2019,11,20,6,5
Jet Airways,Banglore,Delhi,180,0.0,No info,8016.0,27,6,2019,20,45,17,45
Multiple carriers,Delhi,Cochin,780,1.0,No info,7618.0,24,6,2019,21,0,8,0
Multiple carriers,Delhi,Cochin,660,1.0,No info,16863.0,3,3,2019,21,0,10,0
Jet Airways,Banglore,Delhi,185,0.0,No info,7229.0,9,5,2019,22,0,18,55
SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841.0,15,5,2019,11,25,9,0
IndiGo,Delhi,Cochin,275,1.0,No info,5054.0,12,6,2019,12,10,7,35
Multiple carriers,Delhi,Cochin,570,1.0,No info,13587.0,3,6,2019,21,0,11,30
Jet Airways,Delhi,Cochin,1570,1.0,In-flight meal not included,5177.0,3,4,2019,4,25,2,15
IndiGo,Chennai,Kolkata,135,0.0,No info,3858.0,18,3,2019,15,35,13,20
IndiGo,Delhi,Cochin,895,1.0,No info,7514.0,27,5,2019,22,30,7,35
IndiGo,Delhi,Cochin,940,1.0,No info,6674.0,27,5,2019,22,30,6,50
Air India,Delhi,Cochin,735,1.0,No info,6377.0,27,3,2019,19,15,7,0
Jet Airways,Delhi,Cochin,1610,1.0,In-flight meal not included,14053.0,9,3,2019,18,50,16,0
IndiGo,Delhi,Cochin,710,1.0,No info,10351.0,27,3,2019,21,0,9,10
Jet Airways,Delhi,Cochin,1090,2.0,No info,14237.0,3,6,2019,12,35,18,25
Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4030.0,21,5,2019,8,45,6,0
Jet Airways,Kolkata,Banglore,840,1.0,No info,12692.0,12,6,2019,23,35,9,35
Air India,Chennai,Kolkata,135,0.0,No info,4667.0,24,6,2019,13,55,11,40
Vistara,Kolkata,Banglore,1645,1.0,No info,12102.0,24,3,2019,20,25,17,0
Air Asia,Banglore,Delhi,170,0.0,No info,3383.0,21,5,2019,7,45,4,55
Multiple carriers,Delhi,Cochin,375,1.0,No info,17057.0,3,3,2019,13,20,7,5
Jet Airways,Delhi,Cochin,2245,2.0,No info,20064.0,3,3,2019,18,50,5,25
IndiGo,Delhi,Cochin,425,1.0,No info,6818.0,6,6,2019,12,10,5,5
Multiple carriers,Delhi,Cochin,455,1.0,In-flight meal not included,7268.0,24,6,2019,19,15,11,40
IndiGo,Banglore,New Delhi,180,0.0,No info,10067.0,1,3,2019,11,30,8,30
Air India,Delhi,Cochin,1580,2.0,No info,11185.0,9,6,2019,9,25,7,5
Air India,Delhi,Cochin,1595,2.0,No info,9863.0,18,5,2019,19,15,16,40
IndiGo,Delhi,Cochin,345,1.0,No info,7189.0,21,5,2019,3,35,21,50
Air India,Kolkata,Banglore,150,0.0,No info,6245.0,18,5,2019,16,45,14,15
Jet Airways,Delhi,Cochin,1090,2.0,No info,14237.0,1,6,2019,12,35,18,25
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,24,5,2019,6,50,4,0
Jet Airways,Delhi,Cochin,1680,1.0,In-flight meal not included,10262.0,9,6,2019,19,0,15,0
Vistara,Chennai,Kolkata,140,0.0,No info,11982.0,6,5,2019,20,5,17,45
Air India,Delhi,Cochin,800,2.0,No info,10861.0,9,5,2019,19,15,5,55
Air India,Delhi,Cochin,1820,2.0,No info,12436.0,9,6,2019,19,15,12,55
IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,1,4,2019,7,15,4,40
Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,10844.0,24,5,2019,4,40,16,30
IndiGo,Banglore,Delhi,165,0.0,No info,3943.0,1,4,2019,8,50,6,5
Jet Airways,Kolkata,Banglore,570,1.0,No info,14781.0,18,5,2019,23,35,14,5
Air India,Kolkata,Banglore,805,1.0,No info,10413.0,9,6,2019,20,25,7,0
Air India,Delhi,Cochin,555,1.0,No info,9929.0,1,6,2019,19,15,10,0
Multiple carriers,Delhi,Cochin,630,1.0,No info,14067.0,21,5,2019,1,30,15,0
Air India,Banglore,Delhi,165,0.0,No info,6961.0,15,5,2019,8,55,6,10
IndiGo,Delhi,Cochin,345,1.0,No info,8025.0,6,3,2019,7,45,2,0
Jet Airways,Delhi,Cochin,1375,2.0,No info,10909.0,9,4,2019,4,25,5,30
IndiGo,Mumbai,Hyderabad,85,0.0,No info,4049.0,21,3,2019,10,35,9,10
Multiple carriers,Delhi,Cochin,845,1.0,No info,11098.0,1,6,2019,19,0,4,55
Air India,Kolkata,Banglore,535,2.0,No info,8366.0,15,5,2019,18,20,9,25
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,1,5,2019,18,5,15,30
Air India,Mumbai,Hyderabad,1795,2.0,No info,12854.0,12,3,2019,11,55,6,0
IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,24,6,2019,15,35,13,15
Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5198.0,18,5,2019,14,5,11,10
Air India,Kolkata,Banglore,1170,2.0,No info,6117.0,24,5,2019,4,40,9,10
IndiGo,Delhi,Cochin,975,1.0,No info,6628.0,24,6,2019,1,30,9,15
Jet Airways,Kolkata,Banglore,745,1.0,No info,14231.0,24,3,2019,8,10,19,45
Jet Airways,Kolkata,Banglore,735,1.0,In-flight meal not included,9663.0,6,5,2019,8,15,20,0
SpiceJet,Kolkata,Banglore,145,0.0,No info,3873.0,21,6,2019,11,25,9,0
Vistara,Kolkata,Banglore,1640,1.0,No info,8610.0,1,5,2019,20,20,17,0
SpiceJet,Banglore,Delhi,175,0.0,No info,4423.0,9,5,2019,0,5,21,10
IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,3,6,2019,6,50,4,0
IndiGo,Delhi,Cochin,705,1.0,No info,6838.0,6,6,2019,21,0,9,15
Jet Airways,Kolkata,Banglore,1220,1.0,No info,14571.0,9,6,2019,16,20,20,0
Air India,Delhi,Cochin,1560,2.0,No info,12970.0,1,6,2019,19,15,17,15
IndiGo,Delhi,Cochin,320,1.0,No info,5298.0,9,5,2019,12,10,6,50
SpiceJet,Delhi,Cochin,295,1.0,No info,5975.0,18,5,2019,22,50,17,55
Air India,Kolkata,Banglore,1155,2.0,No info,14120.0,6,5,2019,12,0,16,45
Air India,Mumbai,Hyderabad,80,0.0,No info,2050.0,1,4,2019,22,25,21,5
GoAir,Kolkata,Banglore,155,0.0,No info,3514.0,27,6,2019,17,55,15,20
Jet Airways,Delhi,Cochin,1105,1.0,In-flight meal not included,10262.0,9,6,2019,4,25,10,0
Multiple carriers,Delhi,Cochin,465,1.0,In-flight meal not included,7563.0,6,3,2019,22,20,14,35
Air India,Delhi,Cochin,1210,2.0,No info,10467.0,27,5,2019,9,25,13,15
Multiple carriers,Delhi,Cochin,395,1.0,No info,15288.0,3,3,2019,1,35,19,0
Air India,Delhi,Cochin,1100,2.0,No info,12751.0,6,6,2019,7,40,13,20
IndiGo,Delhi,Cochin,355,1.0,No info,7731.0,27,3,2019,8,30,2,35
Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,10262.0,27,6,2019,19,0,11,30
IndiGo,Kolkata,Banglore,315,1.0,No info,5930.0,12,6,2019,2,15,21,0
Jet Airways,Delhi,Cochin,1005,1.0,In-flight meal not included,12373.0,18,5,2019,19,0,2,15
SpiceJet,Banglore,Delhi,175,0.0,No check-in baggage included,3573.0,6,5,2019,0,5,21,10
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4160.0,21,3,2019,8,35,7,10
IndiGo,Kolkata,Banglore,265,1.0,No info,4205.0,12,5,2019,23,45,19,20
IndiGo,Kolkata,Banglore,150,0.0,No info,4804.0,12,6,2019,17,45,15,15
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,3,4,2019,20,35,19,5
Jet Airways,Delhi,Cochin,1775,2.0,No info,12819.0,27,6,2019,19,0,13,25
Air India,Banglore,Delhi,170,0.0,No info,5911.0,1,4,2019,16,10,13,20
Jet Airways,Banglore,Delhi,165,0.0,No info,7229.0,9,4,2019,8,45,6,0
IndiGo,Kolkata,Banglore,170,0.0,No info,4148.0,9,3,2019,8,20,5,30
IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,15,6,2019,21,20,18,25
Jet Airways,Delhi,Cochin,820,2.0,In-flight meal not included,8728.0,27,3,2019,18,50,5,10
Jet Airways,Delhi,Cochin,620,1.0,No info,14714.0,6,6,2019,12,35,2,15
Vistara,Kolkata,Banglore,1750,1.0,No info,12102.0,24,3,2019,22,10,17,0
Jet Airways,Delhi,Cochin,195,0.0,No info,9564.0,15,6,2019,14,15,11,0
Jet Airways,Banglore,New Delhi,450,1.0,No info,14815.0,18,3,2019,19,10,11,40
Air Asia,Kolkata,Banglore,155,0.0,No info,4409.0,15,4,2019,12,55,10,20
Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,5769.0,3,6,2019,8,45,6,0
Multiple carriers,Delhi,Cochin,435,1.0,No info,13377.0,15,6,2019,1,30,18,15
Air India,Delhi,Cochin,185,0.0,No info,6094.0,6,6,2019,21,10,18,5
Jet Airways,Delhi,Cochin,450,1.0,No info,14714.0,24,6,2019,19,0,11,30
GoAir,Delhi,Cochin,350,1.0,No info,6112.0,3,3,2019,13,20,7,30
SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,3,5,2019,0,40,22,20
IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,1,4,2019,19,50,17,15
Jet Airways,Banglore,New Delhi,175,0.0,No info,7229.0,24,3,2019,14,5,11,10
Multiple carriers,Delhi,Cochin,630,1.0,No info,9001.0,24,6,2019,19,15,8,45
SpiceJet,Kolkata,Banglore,435,1.0,No info,10156.0,6,6,2019,18,30,11,15
GoAir,Banglore,Delhi,165,0.0,No info,4239.0,3,4,2019,23,40,20,55
Air India,Delhi,Cochin,1595,2.0,No info,12646.0,6,3,2019,19,15,16,40
SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,27,4,2019,17,25,14,55
IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,9,6,2019,0,5,21,25
Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,5406.0,1,4,2019,12,35,10,0
Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,12373.0,9,5,2019,12,35,7,5
Jet Airways,Delhi,Cochin,1195,2.0,No info,15129.0,9,5,2019,19,0,23,5
Multiple carriers,Delhi,Cochin,690,1.0,No info,10877.0,24,6,2019,19,0,7,30
IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,3,5,2019,22,50,20,0
Multiple carriers,Delhi,Cochin,535,1.0,No info,8266.0,6,6,2019,19,15,10,20
Vistara,Kolkata,Banglore,355,1.0,No info,9187.0,9,6,2019,22,55,17,0
SpiceJet,Mumbai,Hyderabad,85,0.0,No info,1759.0,27,3,2019,0,10,22,45
SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841.0,15,4,2019,9,30,6,55
Multiple carriers,Delhi,Cochin,630,2.0,No info,34503.0,3,3,2019,1,35,15,5
Jet Airways,Banglore,New Delhi,305,1.0,No info,19225.0,6,3,2019,19,10,14,5
Air India,Delhi,Cochin,1100,2.0,No info,13538.0,15,5,2019,7,40,13,20
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6478.0,27,6,2019,10,10,7,10
Jet Airways,Delhi,Cochin,440,2.0,No info,18804.0,6,6,2019,19,0,11,40
IndiGo,Kolkata,Banglore,250,1.0,No info,4226.0,15,4,2019,10,30,6,20
IndiGo,Banglore,New Delhi,175,0.0,No info,6144.0,24,3,2019,10,5,7,10
IndiGo,Delhi,Cochin,195,0.0,No info,5000.0,21,6,2019,17,40,14,25
Air India,Kolkata,Banglore,1515,1.0,No info,6612.0,12,5,2019,13,15,12,0
SpiceJet,Banglore,Delhi,160,0.0,No check-in baggage included,4319.0,15,4,2019,8,35,5,55
SpiceJet,Kolkata,Banglore,145,0.0,No info,3873.0,15,6,2019,11,25,9,0
Air Asia,Banglore,Delhi,165,0.0,No info,3383.0,15,6,2019,13,55,11,10
Jet Airways,Delhi,Cochin,1420,2.0,No info,9483.0,21,3,2019,18,50,19,10
Jet Airways,Delhi,Cochin,810,2.0,In-flight meal not included,13029.0,18,5,2019,19,0,5,30
Jet Airways,Delhi,Cochin,1350,2.0,No info,13882.0,9,6,2019,12,35,14,5
Multiple carriers,Delhi,Cochin,630,1.0,No info,12327.0,27,3,2019,1,35,15,5
Multiple carriers,Delhi,Cochin,455,1.0,No info,10261.0,1,6,2019,19,15,11,40
SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,18,5,2019,10,35,8,20
Multiple carriers,Delhi,Cochin,555,1.0,In-flight meal not included,11446.0,27,5,2019,19,15,10,0
Jet Airways,Kolkata,Banglore,590,1.0,In-flight meal not included,10844.0,15,5,2019,16,20,6,30
Jet Airways,Delhi,Cochin,195,0.0,In-flight meal not included,7202.0,9,6,2019,14,15,11,0
SpiceJet,Chennai,Kolkata,140,0.0,No info,3384.0,18,3,2019,20,5,17,45
Vistara,Kolkata,Banglore,700,1.0,No info,8610.0,6,5,2019,18,50,7,10
Air India,Delhi,Cochin,925,1.0,No info,8669.0,15,5,2019,19,15,3,50
Vistara,Banglore,Delhi,155,0.0,No info,5613.0,18,4,2019,19,35,17,0
Jet Airways,Delhi,Cochin,660,1.0,In-flight meal not included,10577.0,12,6,2019,19,0,8,0
Jet Airways,Kolkata,Banglore,1655,1.0,No info,13759.0,24,3,2019,12,0,8,25
IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,18,4,2019,19,50,17,15
IndiGo,Delhi,Cochin,880,2.0,No info,6610.0,6,3,2019,21,20,6,40
IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,27,4,2019,22,55,20,20
Jet Airways,Kolkata,Banglore,705,1.0,In-flight meal not included,10844.0,24,5,2019,18,15,6,30
IndiGo,Chennai,Kolkata,135,0.0,No info,7295.0,1,3,2019,15,35,13,20
Jet Airways,Delhi,Cochin,590,1.0,In-flight meal not included,7438.0,21,3,2019,18,50,9,0
Air India,Kolkata,Banglore,1700,1.0,No info,7662.0,9,6,2019,21,5,16,45
SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,9,5,2019,0,15,22,45
Air India,Delhi,Cochin,1255,1.0,No info,7480.0,18,5,2019,9,25,12,30
Jet Airways,Delhi,Cochin,535,1.0,No info,18550.0,3,3,2019,18,50,9,55
Jet Airways,Kolkata,Banglore,435,1.0,No info,8355.0,9,6,2019,17,35,10,20
Air India,Banglore,New Delhi,1815,2.0,No info,7664.0,15,3,2019,12,5,5,50
IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,27,5,2019,13,30,12,0
Jet Airways,Kolkata,Banglore,875,1.0,In-flight meal not included,7594.0,12,6,2019,4,40,14,5
Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,10262.0,3,6,2019,12,35,9,0
Jet Airways,Kolkata,Banglore,450,1.0,In-flight meal not included,9663.0,9,5,2019,4,40,21,10
Vistara,Chennai,Kolkata,135,0.0,No info,6627.0,15,3,2019,9,20,7,5
Air Asia,Banglore,Delhi,170,0.0,No info,4282.0,6,6,2019,7,45,4,55
Multiple carriers,Delhi,Cochin,560,1.0,No info,6305.0,27,3,2019,13,20,4,0
GoAir,Banglore,Delhi,170,0.0,No info,3898.0,1,6,2019,14,30,11,40
Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,13029.0,18,5,2019,4,25,5,30
Jet Airways,Banglore,New Delhi,740,1.0,No info,16736.0,6,3,2019,20,20,8,0
Vistara,Kolkata,Banglore,865,1.0,No info,8452.0,9,5,2019,10,45,20,20
Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,12,4,2019,14,5,11,10
Vistara,Kolkata,Banglore,965,1.0,No info,9187.0,9,5,2019,9,5,17,0
Jet Airways,Kolkata,Banglore,1500,1.0,No info,11467.0,6,5,2019,18,0,17,0
Jet Airways,Delhi,Cochin,2040,2.0,No info,12347.0,21,3,2019,4,25,18,25
Air India,Delhi,Cochin,1420,2.0,No info,12760.0,3,3,2019,9,25,9,45
Air India,Delhi,Cochin,1395,2.0,No info,10861.0,21,5,2019,19,15,20,0
Jet Airways,Kolkata,Banglore,870,1.0,No info,12692.0,12,6,2019,10,55,20,25
Jet Airways,Delhi,Cochin,830,2.0,No info,13376.0,24,6,2019,4,25,14,35
Air India,Delhi,Cochin,1335,1.0,No info,8582.0,1,6,2019,19,15,21,0
IndiGo,Delhi,Cochin,750,1.0,No info,6416.0,15,6,2019,21,0,8,30
SpiceJet,Banglore,Delhi,175,0.0,No info,3311.0,27,5,2019,0,5,21,10
Jet Airways,Banglore,New Delhi,625,1.0,No info,12284.0,18,3,2019,16,10,5,45
Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,12373.0,9,5,2019,4,25,20,55
Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663.0,12,5,2019,4,40,18,55
Jet Airways,Delhi,Cochin,1355,1.0,In-flight meal not included,10262.0,12,6,2019,12,35,14,0
Jet Airways,Kolkata,Banglore,800,1.0,No info,14781.0,6,5,2019,19,50,6,30
Jet Airways,Delhi,Cochin,715,1.0,No info,18371.0,27,6,2019,19,0,7,5
Jet Airways,Banglore,New Delhi,1480,1.0,In-flight meal not included,7832.0,15,3,2019,7,40,7,0
Multiple carriers,Delhi,Cochin,460,1.0,No info,10877.0,9,6,2019,12,35,4,55
Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,6144.0,3,5,2019,22,0,18,55
Vistara,Delhi,Cochin,190,0.0,No info,6216.0,12,5,2019,17,50,14,40
Vistara,Mumbai,Hyderabad,850,1.0,No info,12080.0,12,3,2019,22,55,8,45
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049.0,15,5,2019,7,55,6,25
Air India,Delhi,Cochin,230,0.0,No info,6724.0,9,4,2019,17,55,14,5
Jet Airways,Delhi,Cochin,805,1.0,In-flight meal not included,10262.0,6,6,2019,4,25,15,0
Vistara,Kolkata,Banglore,865,1.0,No info,9187.0,24,5,2019,10,45,20,20
Jet Airways,Delhi,Cochin,395,1.0,In-flight meal not included,10262.0,6,6,2019,4,25,21,50
Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,27,4,2019,22,50,19,50
GoAir,Banglore,Delhi,170,0.0,No info,3398.0,24,5,2019,14,30,11,40
Jet Airways,Delhi,Cochin,1235,1.0,In-flight meal not included,10262.0,12,6,2019,12,35,16,0
Jet Airways,Kolkata,Banglore,735,1.0,No info,13941.0,18,5,2019,8,15,20,0
Jet Airways,Delhi,Cochin,865,1.0,No info,14714.0,3,6,2019,4,25,14,0
Jet Airways,Delhi,Cochin,550,1.0,In-flight meal not included,6540.0,27,3,2019,4,25,19,15
Multiple carriers,Delhi,Cochin,455,1.0,No info,8266.0,21,5,2019,19,15,11,40
Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4030.0,21,5,2019,10,10,7,10
IndiGo,Banglore,Delhi,180,0.0,No info,3943.0,3,4,2019,0,15,21,15
Jet Airways,Delhi,Cochin,1760,2.0,No info,16704.0,1,5,2019,4,25,23,5
Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050.0,24,6,2019,4,20,2,55
SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,12,4,2019,0,40,22,20
Air India,Delhi,Cochin,180,0.0,No info,6934.0,6,5,2019,17,10,14,10
Jet Airways,Banglore,New Delhi,875,1.0,No info,27992.0,1,3,2019,20,20,5,45
Jet Airways,Delhi,Cochin,600,2.0,In-flight meal not included,12142.0,6,6,2019,4,25,18,25
Multiple carriers,Delhi,Cochin,480,1.0,No info,7408.0,27,6,2019,21,0,13,0
Multiple carriers,Delhi,Cochin,830,1.0,No info,6795.0,9,6,2019,1,30,11,40
IndiGo,Delhi,Cochin,635,1.0,No info,6442.0,27,5,2019,22,30,11,55
IndiGo,Kolkata,Banglore,265,1.0,No info,3480.0,6,4,2019,23,45,19,20
Air India,Banglore,New Delhi,1705,2.0,No info,20999.0,1,3,2019,11,10,6,45
IndiGo,Delhi,Cochin,320,1.0,No info,5298.0,27,3,2019,12,0,6,40
Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,15,5,2019,18,10,15,15
Jet Airways,Kolkata,Banglore,400,1.0,In-flight meal not included,10844.0,18,5,2019,20,45,14,5
Air India,Delhi,Cochin,1275,2.0,No info,11281.0,15,5,2019,19,15,22,0
Air India,Kolkata,Banglore,1830,2.0,No info,10361.0,18,5,2019,18,30,12,0
SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,5515.0,18,4,2019,12,20,9,30
SpiceJet,Kolkata,Banglore,150,0.0,No info,3847.0,21,3,2019,19,45,17,15
Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,1,6,2019,11,50,10,20
Jet Airways,Kolkata,Banglore,1295,1.0,No info,14151.0,12,5,2019,18,0,20,25
Jet Airways,Kolkata,Banglore,1685,1.0,No info,12121.0,1,5,2019,21,5,17,0
GoAir,Banglore,New Delhi,175,0.0,No info,7646.0,3,3,2019,14,35,11,40
IndiGo,Mumbai,Hyderabad,90,0.0,No info,3175.0,15,5,2019,18,25,16,55
Multiple carriers,Delhi,Cochin,565,1.0,No info,9646.0,15,5,2019,22,30,13,5
SpiceJet,Kolkata,Banglore,140,0.0,No info,3873.0,6,6,2019,0,40,22,20
Vistara,Delhi,Cochin,190,0.0,No info,6216.0,15,5,2019,9,10,6,0
SpiceJet,Banglore,Delhi,160,0.0,No info,3311.0,6,5,2019,8,35,5,55
IndiGo,Mumbai,Hyderabad,90,0.0,No info,4392.0,9,5,2019,13,30,12,0
