,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute
281,Air India,Delhi,Cochin,1640,1.0,No info,14042.0,3,3,2019,9,25,6,5
282,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4030.0,24,5,2019,14,5,11,10
283,Jet Airways,Kolkata,Banglore,1025,1.0,In-flight meal not included,10844.0,6,6,2019,12,0,18,55
284,IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,6,5,2019,0,5,21,25
285,Multiple carriers,Delhi,Cochin,480,1.0,In-flight meal not included,7308.0,27,5,2019,1,30,17,30
286,IndiGo,Banglore,Delhi,180,0.0,No info,4823.0,12,5,2019,19,55,16,55
287,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,10262.0,24,6,2019,12,35,9,0
288,Jet Airways,Delhi,Cochin,450,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,20,55
289,Air India,Banglore,New Delhi,1375,2.0,No info,12778.0,12,3,2019,16,20,17,25
290,IndiGo,Delhi,Cochin,515,1.0,No info,14871.0,3,3,2019,13,20,4,45
291,Air India,Delhi,Cochin,1795,2.0,No info,8708.0,21,3,2019,19,15,13,20
292,Jet Airways,Kolkata,Banglore,1335,1.0,In-flight meal not included,10844.0,6,6,2019,18,15,20,0
293,SpiceJet,Mumbai,Hyderabad,80,0.0,No info,4129.0,6,3,2019,7,5,5,45
294,IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,18,5,2019,0,5,21,25
295,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,6,5,2019,11,20,8,20
296,Jet Airways,Banglore,New Delhi,730,1.0,In-flight meal not included,7832.0,21,3,2019,19,10,7,0
297,SpiceJet,Chennai,Kolkata,155,0.0,No info,3859.0,18,3,2019,12,5,9,30
298,Multiple carriers,Delhi,Cochin,705,1.0,No info,9001.0,6,6,2019,19,15,7,30
299,Vistara,Banglore,Delhi,155,0.0,No info,4878.0,9,5,2019,19,35,17,0
300,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,3,5,2019,4,5,2,35
301,Vistara,Banglore,Delhi,160,0.0,No info,4668.0,27,6,2019,9,40,7,0
302,Air Asia,Kolkata,Banglore,155,0.0,No info,5216.0,12,5,2019,12,55,10,20
303,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368.0,6,6,2019,4,25,5,30
304,IndiGo,Delhi,Cochin,880,2.0,No info,8146.0,9,3,2019,21,20,6,40
305,Jet Airways,Delhi,Cochin,925,1.0,No info,12242.0,27,3,2019,4,25,13,0
306,Jet Airways,Banglore,New Delhi,435,1.0,In-flight meal not included,9134.0,15,3,2019,15,15,8,0
307,Air India,Delhi,Cochin,1210,2.0,No info,10939.0,6,6,2019,9,25,13,15
308,Air India,Delhi,Cochin,1245,2.0,No info,11753.0,6,6,2019,7,40,10,55
309,SpiceJet,Kolkata,Banglore,150,0.0,No info,4174.0,24,4,2019,19,40,17,10
310,Jet Airways,Kolkata,Banglore,1430,1.0,In-flight meal not included,10844.0,21,5,2019,19,50,20,0
311,Jet Airways,Delhi,Cochin,1620,1.0,No info,14714.0,3,6,2019,19,0,16,0
312,Jet Airways,Kolkata,Banglore,330,1.0,In-flight meal not included,9899.0,12,6,2019,12,0,6,30
313,IndiGo,Delhi,Cochin,710,1.0,No info,14871.0,3,3,2019,21,0,9,10
314,IndiGo,Chennai,Kolkata,135,0.0,No info,7295.0,6,3,2019,15,35,13,20
315,Air India,Delhi,Cochin,1470,2.0,No info,13465.0,6,6,2019,19,15,18,45
316,SpiceJet,Chennai,Kolkata,140,0.0,No check-in baggage included,3543.0,21,5,2019,20,5,17,45
317,Multiple carriers,Delhi,Cochin,390,1.0,No info,7198.0,27,6,2019,1,30,19,0
318,Jet Airways,Delhi,Cochin,1225,1.0,In-flight meal not included,10262.0,1,6,2019,4,25,8,0
319,IndiGo,Kolkata,Banglore,155,0.0,No info,4148.0,15,3,2019,17,55,15,20
320,Jet Airways,Banglore,Delhi,175,0.0,No info,8016.0,27,6,2019,18,10,15,15
321,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,10262.0,9,6,2019,4,25,22,50
322,SpiceJet,Kolkata,Banglore,150,0.0,No check-in baggage included,3841.0,15,6,2019,17,25,14,55
323,Jet Airways,Banglore,New Delhi,885,1.0,No info,11507.0,12,3,2019,0,30,9,45
324,Jet Airways,Kolkata,Banglore,740,1.0,No info,14781.0,1,5,2019,20,45,8,25
325,Jet Airways,Delhi,Cochin,1530,1.0,No info,16079.0,27,5,2019,19,0,17,30
326,Jet Airways,Delhi,Cochin,335,1.0,In-flight meal not included,12898.0,27,5,2019,4,25,22,50
327,Multiple carriers,Delhi,Cochin,705,1.0,No info,15353.0,6,3,2019,19,15,7,30
328,IndiGo,Banglore,New Delhi,175,0.0,No info,7303.0,24,3,2019,21,20,18,25
329,SpiceJet,Kolkata,Banglore,340,1.0,No info,6197.0,24,3,2019,20,45,15,5
330,Air India,Kolkata,Banglore,245,1.0,No info,8996.0,9,6,2019,13,15,9,10
331,IndiGo,Delhi,Cochin,480,1.0,No info,6528.0,21,3,2019,22,20,14,20
332,GoAir,Banglore,Delhi,165,0.0,No info,4239.0,9,4,2019,23,40,20,55
333,IndiGo,Kolkata,Banglore,160,0.0,No info,4148.0,12,3,2019,23,5,20,25
334,SpiceJet,Banglore,Delhi,175,0.0,No info,3971.0,24,5,2019,0,5,21,10
335,Air Asia,Kolkata,Banglore,955,1.0,No info,5192.0,6,5,2019,23,30,7,35
336,Jet Airways,Delhi,Cochin,1390,2.0,No info,9483.0,9,4,2019,12,35,13,25
337,Jet Airways,Delhi,Cochin,440,2.0,No info,18804.0,3,6,2019,19,0,11,40
338,Air India,Delhi,Cochin,170,0.0,No info,5201.0,18,6,2019,8,0,5,10
339,Jet Airways,Delhi,Cochin,450,1.0,No info,16079.0,27,5,2019,19,0,11,30
340,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,7229.0,15,6,2019,22,50,19,50
341,Multiple carriers,Delhi,Cochin,465,1.0,No info,6795.0,27,5,2019,1,30,17,45
342,Jet Airways,Kolkata,Banglore,1520,1.0,No info,10953.0,9,5,2019,10,55,9,35
343,Multiple carriers,Delhi,Cochin,625,2.0,No info,15965.0,24,6,2019,1,30,15,5
344,Air India,Delhi,Cochin,1820,2.0,No info,9968.0,9,4,2019,19,15,12,55
345,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,6,6,2019,0,50,22,15
346,Jet Airways,Delhi,Cochin,540,1.0,No info,16079.0,27,5,2019,19,0,10,0
347,Jet Airways,Delhi,Cochin,910,2.0,In-flight meal not included,11507.0,12,6,2019,12,35,21,25
348,Air India,Kolkata,Banglore,1700,2.0,No info,11542.0,9,6,2019,13,45,9,25
349,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,24,4,2019,20,45,17,45
350,Jet Airways,Banglore,Delhi,165,0.0,In-flight meal not included,4544.0,27,4,2019,8,45,6,0
351,IndiGo,Delhi,Cochin,295,1.0,No info,6496.0,15,5,2019,10,5,5,10
352,IndiGo,Kolkata,Banglore,160,0.0,No info,4804.0,15,6,2019,0,5,21,25
353,Air India,Banglore,New Delhi,1330,1.0,No info,13439.0,1,3,2019,9,15,11,5
354,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,6540.0,27,3,2019,4,25,18,15
355,IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,1,6,2019,2,20,23,30
356,IndiGo,Banglore,New Delhi,260,1.0,No info,4437.0,18,3,2019,20,35,16,15
357,Air Asia,Delhi,Cochin,660,1.0,No info,6151.0,21,3,2019,7,10,20,10
358,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,7754.0,21,6,2019,20,45,17,45
359,Jet Airways,Delhi,Cochin,1355,1.0,In-flight meal not included,10262.0,24,6,2019,12,35,14,0
360,Jet Airways,Banglore,Delhi,185,0.0,No info,8016.0,9,6,2019,22,0,18,55
361,SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,4781.0,24,3,2019,9,35,6,55
362,Vistara,Banglore,Delhi,170,0.0,No info,4668.0,27,6,2019,14,20,11,30
363,Air India,Banglore,New Delhi,1265,1.0,No info,14594.0,6,3,2019,8,55,11,50
364,Jet Airways,Kolkata,Banglore,710,1.0,No info,14231.0,24,3,2019,4,45,16,55
365,Air India,Delhi,Cochin,1535,1.0,No info,8425.0,15,5,2019,6,50,5,15
366,Multiple carriers,Delhi,Cochin,925,1.0,No info,9646.0,12,6,2019,22,30,7,5
367,IndiGo,Chennai,Kolkata,145,0.0,No info,7295.0,3,3,2019,17,5,14,40
368,Air Asia,Kolkata,Banglore,220,1.0,No info,5162.0,9,4,2019,10,30,6,50
369,IndiGo,Banglore,New Delhi,175,0.0,No info,6860.0,9,3,2019,21,20,18,25
370,Vistara,Delhi,Cochin,190,0.0,No info,6216.0,15,4,2019,9,10,6,0
371,Air Asia,Kolkata,Banglore,710,1.0,No info,5192.0,24,5,2019,19,25,7,35
372,IndiGo,Banglore,Delhi,170,0.0,No info,4823.0,9,4,2019,22,50,20,0
373,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3919.0,3,4,2019,12,20,9,30
374,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2754.0,3,6,2019,20,35,19,5
375,Multiple carriers,Delhi,Cochin,690,1.0,No info,9315.0,9,5,2019,19,0,7,30
376,Multiple carriers,Delhi,Cochin,530,1.0,No info,11667.0,27,3,2019,18,50,10,0
377,Jet Airways,Kolkata,Banglore,1215,1.0,In-flight meal not included,6224.0,12,6,2019,4,40,8,25
378,Air India,Kolkata,Banglore,1210,2.0,No info,13349.0,24,3,2019,5,35,9,25
379,Jet Airways,Banglore,New Delhi,965,1.0,In-flight meal not included,11087.0,18,3,2019,9,0,16,55
380,Multiple carriers,Delhi,Cochin,755,1.0,No info,15603.0,6,3,2019,1,35,13,0
381,Jet Airways,Delhi,Cochin,1025,2.0,No info,15129.0,9,5,2019,12,35,19,30
382,IndiGo,Banglore,Delhi,180,0.0,No info,4823.0,9,4,2019,19,55,16,55
383,Vistara,Kolkata,Banglore,930,1.0,No info,8452.0,1,5,2019,22,40,7,10
384,Multiple carriers,Delhi,Cochin,690,1.0,No info,12524.0,6,6,2019,19,0,7,30
385,SpiceJet,Chennai,Kolkata,140,0.0,No info,3384.0,27,3,2019,20,5,17,45
386,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262.0,1,6,2019,19,0,19,15
387,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965.0,18,6,2019,14,45,13,15
388,IndiGo,Kolkata,Banglore,155,0.0,No info,4804.0,18,5,2019,0,50,22,15
389,Jet Airways,Delhi,Cochin,1485,1.0,No info,16079.0,27,5,2019,19,0,18,15
390,Jet Airways,Delhi,Cochin,1295,2.0,No info,13292.0,1,6,2019,19,0,21,25
391,Air Asia,Delhi,Cochin,330,1.0,No info,6751.0,9,5,2019,13,25,7,55
392,Air India,Delhi,Cochin,735,1.0,No info,8669.0,15,5,2019,19,15,7,0
393,IndiGo,Delhi,Cochin,485,1.0,No info,14871.0,3,3,2019,1,35,17,30
394,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,12898.0,21,5,2019,19,0,14,0
395,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,3919.0,6,6,2019,12,20,9,30
396,Multiple carriers,Delhi,Cochin,385,1.0,No info,36983.0,1,3,2019,19,15,12,50
397,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,3,6,2019,21,55,19,35
398,Air India,Banglore,New Delhi,165,0.0,No info,10741.0,9,3,2019,19,45,17,0
399,Air India,Kolkata,Banglore,765,2.0,No info,11432.0,6,6,2019,5,35,16,50
400,Jet Airways,Banglore,New Delhi,950,1.0,In-flight meal not included,11087.0,12,3,2019,10,45,18,55
401,Jet Airways,Delhi,Cochin,1620,2.0,No info,13292.0,3,6,2019,12,35,9,35
402,Air India,Delhi,Cochin,1585,3.0,No info,10493.0,15,6,2019,7,40,5,15
403,GoAir,Banglore,New Delhi,175,0.0,No info,7631.0,9,3,2019,10,40,7,45
404,Air India,Delhi,Cochin,1490,2.0,No info,13381.0,6,6,2019,7,40,6,50
405,Jet Airways,Kolkata,Banglore,520,1.0,No info,13731.0,6,6,2019,4,40,20,0
406,Air India,Delhi,Cochin,1545,2.0,No info,11911.0,21,5,2019,7,40,5,55
407,IndiGo,Banglore,Delhi,170,0.0,No info,4591.0,18,4,2019,2,20,23,30
408,Multiple carriers,Delhi,Cochin,375,1.0,No info,14848.0,3,6,2019,19,15,13,0
409,Multiple carriers,Delhi,Cochin,630,1.0,No info,8266.0,12,6,2019,19,15,8,45
410,Air India,Delhi,Cochin,1560,2.0,No info,12392.0,18,5,2019,19,15,17,15
411,Jet Airways,Kolkata,Banglore,1025,1.0,No info,13044.0,12,6,2019,12,0,18,55
412,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12898.0,21,5,2019,4,25,7,5
413,Jet Airways,Delhi,Cochin,335,1.0,No info,12242.0,21,3,2019,4,25,22,50
414,IndiGo,Banglore,Delhi,170,0.0,No info,3943.0,18,5,2019,13,0,10,10
415,Vistara,Kolkata,Banglore,1550,1.0,No info,11105.0,24,3,2019,22,10,20,20
416,Jet Airways,Kolkata,Banglore,730,1.0,No info,14388.0,12,5,2019,9,20,21,10
417,Jet Airways,Delhi,Cochin,1025,2.0,No info,13014.0,18,5,2019,12,35,19,30
418,Multiple carriers,Delhi,Cochin,510,1.0,No info,15411.0,6,3,2019,18,50,10,20
419,Jet Airways,Delhi,Cochin,1385,1.0,No info,16289.0,9,3,2019,18,50,19,45
420,IndiGo,Delhi,Cochin,560,1.0,No info,6442.0,15,5,2019,16,10,6,50
421,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844.0,18,5,2019,16,20,8,25
422,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678.0,18,5,2019,11,50,10,20
423,IndiGo,Banglore,Delhi,170,0.0,No info,6906.0,12,4,2019,2,20,23,30
424,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,21,5,2019,12,0,9,45
425,Jet Airways,Delhi,Cochin,600,1.0,No info,14714.0,6,6,2019,19,0,9,0
427,Multiple carriers,Delhi,Cochin,465,1.0,No info,14323.0,15,5,2019,19,15,11,30
428,SpiceJet,Banglore,Delhi,175,0.0,No info,3971.0,9,4,2019,0,5,21,10
429,Vistara,Kolkata,Banglore,1580,1.0,No info,8452.0,6,5,2019,22,40,20,20
430,Vistara,Banglore,Delhi,160,0.0,No info,5403.0,12,4,2019,9,40,7,0
431,Multiple carriers,Delhi,Cochin,660,1.0,No info,13727.0,9,5,2019,21,0,10,0
432,Air India,Kolkata,Banglore,1165,2.0,No info,12639.0,1,4,2019,5,25,10,0
433,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5198.0,18,4,2019,18,10,15,15
434,Vistara,Banglore,Delhi,165,0.0,No info,4878.0,1,6,2019,22,15,19,30
435,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,12373.0,18,5,2019,19,0,19,45
436,Multiple carriers,Delhi,Cochin,540,1.0,In-flight meal not included,8552.0,3,3,2019,16,10,7,10
437,Vistara,Delhi,Cochin,190,0.0,No info,6741.0,21,4,2019,17,50,14,40
438,Multiple carriers,Delhi,Cochin,385,1.0,No info,6481.0,9,4,2019,19,15,12,50
439,Multiple carriers,Delhi,Cochin,520,1.0,No info,7354.0,6,6,2019,19,15,10,35
440,Air India,Banglore,Delhi,170,0.0,No info,5228.0,21,4,2019,23,55,21,5
441,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844.0,12,5,2019,20,45,8,25
442,IndiGo,Delhi,Cochin,320,1.0,No info,6347.0,18,5,2019,12,10,6,50
443,Air India,Banglore,New Delhi,240,1.0,No info,5013.0,15,3,2019,12,15,8,15
444,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663.0,9,6,2019,4,40,18,55
445,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,6,4,2019,21,20,18,25
446,Air India,Delhi,Cochin,1580,2.0,No info,13381.0,24,6,2019,19,15,16,55
447,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,1,6,2019,12,0,9,45
448,Jet Airways,Kolkata,Banglore,585,1.0,In-flight meal not included,9663.0,15,5,2019,4,40,18,55
449,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,7064.0,1,4,2019,19,50,18,55
450,Jet Airways,Delhi,Cochin,715,1.0,In-flight meal not included,10262.0,9,6,2019,19,0,7,5
451,Air India,Delhi,Cochin,500,2.0,No info,13013.0,1,6,2019,19,15,10,55
452,Jet Airways,Delhi,Cochin,1045,2.0,No info,15339.0,27,6,2019,12,35,19,10
453,GoAir,Banglore,Delhi,170,0.0,No info,4937.0,18,4,2019,14,30,11,40
454,IndiGo,Delhi,Cochin,425,1.0,No info,6818.0,6,6,2019,12,10,5,5
455,Air India,Delhi,Cochin,1275,2.0,No info,10441.0,18,5,2019,19,15,22,0
456,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,5177.0,3,4,2019,19,0,14,0
457,IndiGo,Chennai,Kolkata,145,0.0,No info,3858.0,27,6,2019,14,0,11,35
458,IndiGo,Kolkata,Banglore,315,1.0,No info,6534.0,18,5,2019,2,15,21,0
459,Multiple carriers,Delhi,Cochin,910,1.0,No info,6795.0,15,6,2019,1,30,10,20
460,Multiple carriers,Delhi,Cochin,705,1.0,No info,9736.0,3,6,2019,19,15,7,30
461,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,1,5,2019,22,50,19,50
462,SpiceJet,Delhi,Cochin,295,1.0,No info,4957.0,24,4,2019,22,50,17,55
463,IndiGo,Banglore,New Delhi,165,0.0,No info,7648.0,9,3,2019,8,45,6,0
464,SpiceJet,Kolkata,Banglore,150,0.0,No info,3873.0,15,6,2019,17,25,14,55
465,Jet Airways,Kolkata,Banglore,585,1.0,No info,14388.0,12,5,2019,4,40,18,55
466,IndiGo,Kolkata,Banglore,160,0.0,No info,5618.0,6,3,2019,19,55,17,15
467,Multiple carriers,Delhi,Cochin,390,1.0,No info,7408.0,9,6,2019,1,30,19,0
468,Air Asia,Delhi,Cochin,330,1.0,No info,13774.0,3,3,2019,22,15,16,45
469,Vistara,Banglore,Delhi,160,0.0,No info,4668.0,3,5,2019,9,40,7,0
470,Jet Airways,Delhi,Cochin,2045,2.0,No info,13082.0,21,3,2019,4,25,18,20
471,Air India,Delhi,Cochin,925,1.0,No info,8669.0,3,6,2019,19,15,3,50
472,IndiGo,Delhi,Cochin,570,1.0,No info,6316.0,24,6,2019,1,30,16,0
473,Jet Airways,Delhi,Cochin,365,1.0,In-flight meal not included,12583.0,6,3,2019,4,25,22,20
474,Vistara,Banglore,New Delhi,160,0.0,No info,7923.0,9,3,2019,18,50,16,10
475,GoAir,Delhi,Cochin,350,1.0,No info,7378.0,3,3,2019,12,50,7,0
476,Vistara,Banglore,Delhi,165,0.0,No info,4878.0,3,6,2019,22,15,19,30
477,Jet Airways,Kolkata,Banglore,1640,1.0,In-flight meal not included,10844.0,18,5,2019,19,50,16,30
478,Jet Airways,Banglore,Delhi,180,0.0,No info,7229.0,3,4,2019,11,20,8,20
479,SpiceJet,Delhi,Cochin,315,1.0,No info,6297.0,21,5,2019,11,20,6,5
480,Jet Airways,Kolkata,Banglore,960,1.0,In-flight meal not included,8529.0,12,6,2019,12,0,20,0
481,Multiple carriers,Delhi,Cochin,420,1.0,No info,13727.0,18,5,2019,21,0,14,0
482,SpiceJet,Kolkata,Banglore,520,1.0,No info,6643.0,24,5,2019,17,15,8,35
483,Multiple carriers,Delhi,Cochin,540,1.0,No info,10197.0,9,5,2019,19,0,10,0
484,SpiceJet,Kolkata,Banglore,140,0.0,No info,4911.0,21,4,2019,0,40,22,20
485,IndiGo,Chennai,Kolkata,140,0.0,No info,6482.0,6,3,2019,7,35,5,15
486,Jet Airways,Banglore,New Delhi,380,1.0,No info,26890.0,1,3,2019,15,15,8,55
487,IndiGo,Kolkata,Banglore,265,1.0,No info,3717.0,18,5,2019,23,45,19,20
488,IndiGo,Chennai,Kolkata,140,0.0,No info,3597.0,1,6,2019,15,35,13,15
489,Air India,Banglore,New Delhi,665,2.0,No info,10846.0,18,3,2019,22,10,11,5
490,Air India,Banglore,New Delhi,1015,1.0,No info,14069.0,1,3,2019,22,45,5,50
491,Jet Airways,Delhi,Cochin,825,1.0,In-flight meal not included,5177.0,1,4,2019,12,35,22,50
492,Air India,Delhi,Cochin,1545,2.0,No info,14641.0,6,3,2019,7,40,5,55
493,IndiGo,Delhi,Cochin,835,1.0,No info,6442.0,6,6,2019,22,30,8,35
494,Air India,Delhi,Cochin,315,1.0,No info,5704.0,21,3,2019,23,0,17,45
495,Jet Airways,Kolkata,Banglore,1155,1.0,In-flight meal not included,9663.0,6,5,2019,9,20,14,5
496,Jet Airways,Delhi,Cochin,450,1.0,No info,14714.0,6,6,2019,4,25,20,55
497,Jet Airways,Delhi,Cochin,540,1.0,In-flight meal not included,5406.0,1,4,2019,19,0,10,0
498,Vistara,Kolkata,Banglore,1440,1.0,No info,8610.0,15,5,2019,20,20,20,20
499,Jet Airways,Delhi,Cochin,1090,2.0,No info,14237.0,12,6,2019,12,35,18,25
500,IndiGo,Banglore,Delhi,175,0.0,No info,4823.0,9,6,2019,10,5,7,10
501,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227.0,27,3,2019,21,35,20,5
502,Jet Airways,Delhi,Cochin,1280,1.0,In-flight meal not included,12373.0,18,5,2019,4,25,7,5
503,Air India,Delhi,Cochin,375,1.0,No info,8372.0,6,6,2019,19,15,13,0
504,Jet Airways,Delhi,Cochin,870,1.0,No info,17024.0,3,3,2019,4,25,13,55
505,Air India,Mumbai,Hyderabad,80,0.0,No info,3100.0,27,5,2019,22,25,21,5
506,Jet Airways,Delhi,Cochin,775,1.0,In-flight meal not included,14053.0,9,3,2019,19,45,6,50
507,IndiGo,Chennai,Kolkata,145,0.0,No info,3540.0,9,5,2019,7,40,5,15
508,Vistara,Kolkata,Banglore,1350,1.0,No info,9345.0,21,5,2019,18,50,20,20
509,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368.0,1,6,2019,4,25,5,30
510,Jet Airways,Banglore,New Delhi,325,1.0,No info,26890.0,1,3,2019,12,25,7,0
511,SpiceJet,Mumbai,Hyderabad,85,0.0,No info,5755.0,9,3,2019,10,15,8,50
512,Jet Airways,Banglore,New Delhi,435,1.0,In-flight meal not included,7832.0,21,3,2019,16,10,8,55
513,Jet Airways,Kolkata,Banglore,740,1.0,No info,14388.0,6,5,2019,20,45,8,25
514,Air India,Delhi,Cochin,1210,2.0,No info,8839.0,27,6,2019,9,25,13,15
515,Air India,Delhi,Cochin,1275,2.0,No info,22096.0,3,3,2019,19,15,22,0
516,Vistara,Chennai,Kolkata,135,0.0,No info,3687.0,27,5,2019,9,20,7,5
517,Multiple carriers,Delhi,Cochin,630,1.0,No info,9627.0,15,5,2019,19,0,8,30
518,Multiple carriers,Delhi,Cochin,845,1.0,No info,13542.0,21,3,2019,1,35,11,30
519,IndiGo,Banglore,Delhi,170,0.0,No info,4423.0,27,4,2019,6,50,4,0
520,IndiGo,Delhi,Cochin,985,2.0,No info,8899.0,3,3,2019,21,20,4,55
521,SpiceJet,Delhi,Cochin,315,1.0,No info,5583.0,21,4,2019,11,20,6,5
522,Air Asia,Delhi,Cochin,830,1.0,No info,6752.0,27,5,2019,6,35,16,45
523,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543.0,21,5,2019,10,35,8,20
524,Jet Airways,Banglore,New Delhi,435,1.0,In-flight meal not included,7832.0,21,3,2019,15,15,8,0
525,Air India,Kolkata,Banglore,1625,2.0,No info,10991.0,1,5,2019,8,55,5,50
526,Jet Airways,Delhi,Cochin,1655,1.0,In-flight meal not included,12898.0,27,5,2019,12,35,9,0
527,Jet Airways,Delhi,Cochin,300,1.0,In-flight meal not included,12898.0,27,5,2019,19,0,14,0
528,GoAir,Banglore,Delhi,170,0.0,No info,3398.0,24,5,2019,14,30,11,40
529,Air India,Delhi,Cochin,170,0.0,No info,5201.0,24,4,2019,8,0,5,10
530,Air India,Kolkata,Banglore,920,2.0,No info,13873.0,6,5,2019,1,20,10,0
531,Air India,Delhi,Cochin,320,1.0,No info,7384.0,15,6,2019,23,0,17,40
532,Jet Airways,Delhi,Cochin,610,1.0,In-flight meal not included,10262.0,6,6,2019,4,25,18,15
533,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,10031.0,24,3,2019,12,0,8,25
534,Jet Airways,Kolkata,Banglore,575,1.0,In-flight meal not included,12384.0,6,5,2019,19,10,9,35
535,Jet Airways,Kolkata,Banglore,1690,1.0,In-flight meal not included,7757.0,9,5,2019,18,15,14,5
536,Jet Airways,Banglore,New Delhi,840,1.0,No info,17261.0,6,3,2019,11,25,21,25
537,SpiceJet,Chennai,Kolkata,155,0.0,No info,7298.0,1,3,2019,12,5,9,30
538,Jet Airways,Banglore,Delhi,175,0.0,No info,7229.0,6,4,2019,18,10,15,15
539,IndiGo,Kolkata,Banglore,155,0.0,No info,4174.0,1,4,2019,7,15,4,40
540,IndiGo,Kolkata,Banglore,280,1.0,No info,5699.0,18,5,2019,22,15,17,35
541,Air India,Kolkata,Banglore,150,0.0,No info,4880.0,24,4,2019,16,45,14,15
542,Air India,Delhi,Cochin,675,1.0,No info,15284.0,6,3,2019,19,15,8,0
543,Jet Airways,Kolkata,Banglore,475,1.0,No info,13759.0,24,3,2019,16,20,8,25
544,Vistara,Kolkata,Banglore,530,1.0,No info,16092.0,24,3,2019,18,45,9,55
545,IndiGo,Mumbai,Hyderabad,85,0.0,No info,4392.0,9,3,2019,7,45,6,20
546,Jet Airways,Delhi,Cochin,940,1.0,In-flight meal not included,10262.0,24,6,2019,12,35,20,55
547,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841.0,12,6,2019,9,30,6,55
548,GoAir,Banglore,Delhi,175,0.0,No info,5048.0,1,6,2019,10,40,7,45
549,Air India,Kolkata,Banglore,805,1.0,No info,11096.0,21,5,2019,20,25,7,0
550,IndiGo,Delhi,Cochin,275,1.0,No info,5073.0,24,4,2019,12,10,7,35
551,Jet Airways,Delhi,Cochin,1110,1.0,No info,19828.0,3,3,2019,4,25,9,55
552,Vistara,Chennai,Kolkata,135,0.0,No info,3739.0,21,3,2019,9,20,7,5
553,Air India,Delhi,Cochin,2295,2.0,No info,10598.0,9,3,2019,19,15,5,0
554,Jet Airways,Banglore,Delhi,185,0.0,In-flight meal not included,7229.0,15,6,2019,22,0,18,55
555,Vistara,Kolkata,Banglore,1550,1.0,No info,8610.0,1,4,2019,18,50,17,0
556,Vistara,Delhi,Cochin,190,0.0,No info,6216.0,9,5,2019,17,50,14,40
557,Air India,Banglore,Delhi,170,0.0,No info,6961.0,9,6,2019,16,10,13,20
558,Jet Airways,Kolkata,Banglore,690,1.0,In-flight meal not included,10703.0,6,5,2019,21,5,9,35
559,Jet Airways,Kolkata,Banglore,395,1.0,No info,14151.0,15,5,2019,23,35,17,0
560,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,8586.0,9,5,2019,10,5,6,30
561,IndiGo,Kolkata,Banglore,155,0.0,No info,4488.0,12,4,2019,22,55,20,20
562,Multiple carriers,Delhi,Cochin,450,1.0,No info,7408.0,15,6,2019,1,30,18,0
